"whrswk","hhi","whi","hhi2","education","race","hispanic","experience","kidslt6","kids618","husby","region"
"0","no","no","no","12years","white","no","42","0","0","0","other"
"40","yes","no","yes","13-15years","white","no","17","0","0","62.4","other"
"30","yes","no","yes","13-15years","white","no","20","1","1","37","other"
"50","yes","yes","yes","16years","white","no","19","0","1","72","other"
"44","no","yes","no","16years","white","no","40","0","0","6.561","other"
"20","yes","no","yes","13-15years","white","no","8","0","0","32","other"
"40","yes","no","yes","12years","white","no","9","1","0","15","other"
"38","yes","yes","yes","12years","white","no","37","0","0","17.115","other"
"40","no","yes","no",">16years","white","no","12","1","1","34","other"
"40","no","yes","no","<9years","white","no","49","0","0","0","other"
"40","yes","no","yes","13-15years","white","no","19","0","1","20","other"
"35","no","yes","yes",">16years","white","no","19","0","0","47.4","other"
"20","yes","no","yes","13-15years","white","no","14","0","3","22.5","other"
"40","no","no","no","12years","white","no","33","0","0","0","other"
"0","no","no","no","<9years","white","no","8","3","0","8.8","other"
"22","yes","no","yes","16years","white","no","16","0","2","37","other"
"38","no","yes","no","16years","white","no","30","0","2","27","other"
"40","no","yes","yes","13-15years","white","no","27","0","0","29.36","other"
"34","yes","no","yes","13-15years","white","no","34","0","0","20.555","other"
"0","yes","no","yes","12years","white","no","13","1","1","35","other"
"60","no","yes","yes","13-15years","white","no","12","0","0","17","other"
"40","yes","no","yes","16years","white","no","12","0","0","32","other"
"42","no","yes","no","12years","white","no","30","0","0","60","other"
"0","yes","no","yes","12years","white","no","22","1","1","22","other"
"35","yes","yes","yes","13-15years","white","no","19","0","0","40","other"
"0","no","no","no","9-11years","white","no","8.5","2","1","3.6","other"
"40","yes","no","yes","13-15years","white","no","24","0","2","0","other"
"40","yes","no","yes","12years","white","no","23","0","1","50","other"
"35","no","no","yes","12years","white","no","15","1","2","48","other"
"0","no","no","no","13-15years","white","no","26","0","0","0","other"
"0","yes","no","yes","12years","white","no","15","2","0","9","other"
"35","yes","no","yes","12years","white","no","25","0","1","35.449","other"
"55","yes","yes","yes","13-15years","white","no","16","0","3","54.9","other"
"40","no","yes","no","13-15years","white","no","13","0","2","0","northcentral"
"30","no","no","no","13-15years","white","no","28","0","1","10.5","northcentral"
"40","no","no","no","16years","white","no","24","0","1","0","northcentral"
"15","yes","no","yes","13-15years","white","no","20","0","2","38","northcentral"
"38","yes","no","yes","13-15years","white","no","10","1","0","30","northcentral"
"22","yes","yes","yes","16years","white","no","9","0","1","40","northcentral"
"40","yes","no","yes","12years","white","no","13","0","1","31","northcentral"
"8","yes","no","yes",">16years","white","no","33","0","0","64","northcentral"
"0","yes","no","yes","12years","white","no","44","0","0","0","northcentral"
"40","no","yes","no",">16years","white","no","20","0","1","115.999","northcentral"
"40","no","yes","no","12years","white","no","35","0","0","26.5","northcentral"
"40","yes","no","yes","13-15years","white","no","14","0","2","30","northcentral"
"30","yes","no","yes","13-15years","white","no","21","0","1","0","northcentral"
"0","yes","yes","yes","12years","white","no","45","0","0","0","northcentral"
"40","yes","no","yes","16years","white","no","5","0","0","52","northcentral"
"40","no","yes","yes","13-15years","white","no","21","1","0","45","northcentral"
"32","yes","no","yes","9-11years","white","no","17.5","1","4","18","northcentral"
"0","no","no","no","<9years","white","no","27","0","3","19","northcentral"
"0","yes","no","yes","12years","white","no","36","0","0","36.45","northcentral"
"40","yes","no","yes","9-11years","white","no","35.5","0","1","28","northcentral"
"40","no","yes","no","13-15years","white","no","22","0","0","3","northcentral"
"0","no","no","no","<9years","white","yes","33","0","1","5.02","northcentral"
"40","no","yes","no","<9years","white","no","12","0","2","6.68","northcentral"
"0","no","no","no","13-15years","white","no","2","1","0","13.2","northcentral"
"35","no","no","no","12years","white","no","45","0","0","32.968","northcentral"
"35","yes","no","yes","12years","white","no","16","1","0","45","northcentral"
"28","yes","no","yes","13-15years","white","no","9","1","0","0","northcentral"
"50","no","no","no","16years","black","no","20","0","2","18","northcentral"
"40","yes","yes","yes","16years","white","no","24","0","0","99.999","northcentral"
"40","yes","no","yes",">16years","white","no","14","1","0","105.999","northcentral"
"0","no","yes","no","16years","white","no","7","1","0","29","northcentral"
"27","yes","no","yes","12years","white","no","20","0","1","20","northcentral"
"32","yes","no","yes","16years","white","yes","22","0","1","50","northcentral"
"45","no","no","no","13-15years","white","no","20","0","0","30","northcentral"
"35","no","no","no","12years","white","no","13","1","1","5.2","northcentral"
"15","yes","no","yes","13-15years","white","no","38","0","0","45","northcentral"
"40","no","no","no",">16years","white","no","16","0","2","51","northcentral"
"40","no","yes","no","12years","white","no","28","0","0","29","northcentral"
"60","no","no","no","12years","white","no","34","0","0","0","northcentral"
"24","yes","no","yes","13-15years","white","no","25","0","1","40","northcentral"
"40","yes","no","yes","12years","white","no","9","0","0","25","northcentral"
"42","yes","no","yes","16years","white","no","21","0","2","50","northcentral"
"40","yes","no","yes","16years","white","no","17","2","0","74","northcentral"
"40","no","yes","yes","16years","white","no","9","0","0","37","northcentral"
"0","yes","no","yes","12years","white","no","34","0","0","99.999","northcentral"
"45","yes","no","yes","13-15years","white","no","28","0","0","35","northcentral"
"30","yes","no","yes","9-11years","white","no","26.5","0","2","25","northcentral"
"0","yes","no","yes","12years","white","no","35","0","0","46.6","northcentral"
"40","no","yes","no","12years","white","no","34","0","0","0","northcentral"
"38","yes","yes","yes","13-15years","white","yes","6","0","1","25","northcentral"
"0","yes","no","yes","12years","white","no","29","0","1","52","northcentral"
"0","yes","no","yes","12years","white","no","44","0","0","0","northcentral"
"0","yes","no","yes","9-11years","white","no","26.5","0","0","35","northcentral"
"40","yes","no","yes","13-15years","white","no","22","1","1","53","northcentral"
"0","yes","no","yes","9-11years","black","no","33.5","0","0","0","northcentral"
"0","yes","no","yes","12years","white","no","33","0","0","42.9","northcentral"
"0","yes","no","yes","12years","white","no","16","0","3","24","northcentral"
"0","no","no","no","12years","white","no","7","2","0","18","northcentral"
"40","no","yes","no","9-11years","white","no","26.5","0","0","76","northcentral"
"40","yes","yes","yes","16years","white","no","16","2","0","50","northcentral"
"0","yes","no","yes",">16years","white","no","12","1","1","99.999","northcentral"
"40","no","yes","no","16years","white","no","3","0","0","28","northcentral"
"0","yes","no","yes","13-15years","white","no","19","2","0","52","northcentral"
"40","yes","yes","yes","16years","white","no","30","0","0","38","northcentral"
"30","no","no","no","12years","white","no","35","0","0","0","northcentral"
"40","yes","no","yes","12years","black","no","21","1","0","0","northcentral"
"32","yes","no","yes","12years","white","no","14","1","1","30","northcentral"
"25","yes","no","yes","13-15years","white","no","7","0","0","31","northcentral"
"0","yes","no","yes","13-15years","white","no","9","1","0","48","northcentral"
"0","no","yes","yes","13-15years","white","no","37","0","0","36","northcentral"
"0","yes","no","yes","12years","white","no","41","0","0","99.999","northcentral"
"40","no","yes","yes","16years","white","no","5","0","0","32","northcentral"
"40","no","yes","no","13-15years","white","no","28","0","0","0","northcentral"
"20","no","no","yes","13-15years","white","no","21","0","2","38.983","northcentral"
"0","yes","no","yes","12years","white","no","18","0","0","60","northcentral"
"10","yes","no","yes","12years","white","no","17","0","3","42","northcentral"
"45","no","no","no","16years","white","no","8","0","0","60","northcentral"
"40","no","yes","no","13-15years","white","no","13","0","0","38","northcentral"
"40","no","yes","no","12years","white","no","24","0","2","99.999","northcentral"
"30","yes","no","yes","12years","white","no","14","0","0","24","northcentral"
"0","yes","no","yes","13-15years","white","no","20","0","1","31.619","northcentral"
"50","yes","no","yes","12years","white","no","26","0","1","22.565","northcentral"
"0","yes","no","yes","9-11years","white","no","44.5","0","0","0","northcentral"
"32","yes","no","yes","13-15years","white","no","12","1","1","29","northcentral"
"40","no","yes","yes","12years","white","no","21","1","2","0","northcentral"
"46","no","yes","no","12years","white","no","25","0","1","0.4","northcentral"
"0","yes","no","yes","13-15years","white","no","15","2","1","40","northcentral"
"0","yes","no","yes","12years","white","no","17","1","1","27","northcentral"
"40","no","yes","no","12years","white","no","23","0","2","4.42","northcentral"
"24","yes","no","yes","12years","white","no","27","0","3","30","northcentral"
"40","no","yes","no","16years","white","no","3","0","0","25","northcentral"
"60","no","no","no","<9years","white","no","31","0","0","27.3","northcentral"
"40","no","yes","no","16years","white","yes","24","0","1","0","northcentral"
"20","yes","no","yes","12years","white","no","23","0","0","67","northcentral"
"40","yes","no","yes","12years","white","yes","21","0","0","20","northcentral"
"40","yes","no","yes","12years","white","no","13","0","1","21","northcentral"
"0","no","no","yes","12years","white","no","47","0","0","48","northcentral"
"0","yes","no","yes","12years","white","no","36","0","0","36","northcentral"
"37","no","no","no",">16years","white","no","14","0","1","12.787","northcentral"
"35","no","yes","no","12years","white","no","24","0","2","0","northcentral"
"0","yes","no","yes","12years","white","yes","14","1","1","13","northcentral"
"0","no","no","no","12years","white","yes","18","0","1","12","northcentral"
"0","no","no","no","<9years","white","yes","31","1","0","15","northcentral"
"12","no","no","no","13-15years","white","no","9","0","0","25","northcentral"
"40","no","yes","no","16years","white","no","9","0","0","10","northcentral"
"0","yes","no","yes","9-11years","black","no","48.5","0","0","0","northcentral"
"37","no","no","no","12years","black","no","39","0","0","28.9","northcentral"
"32","no","no","yes","13-15years","white","no","6","0","0","21.46","northcentral"
"40","no","yes","no","12years","white","yes","15","1","1","20.5","northcentral"
"0","yes","no","yes","13-15years","white","no","30","0","0","21.776","northcentral"
"16","no","no","no","12years","white","no","20","2","0","0","northcentral"
"50","yes","yes","yes","13-15years","white","no","17","0","0","32","northcentral"
"40","yes","yes","yes","12years","white","no","21","1","2","80","northcentral"
"0","yes","no","yes","13-15years","white","no","17","1","1","99.999","northcentral"
"0","yes","no","yes","12years","white","no","37","0","0","99.999","northcentral"
"18","yes","no","yes","16years","white","no","20","0","1","99.999","northcentral"
"0","yes","no","yes",">16years","white","no","15","1","1","80","northcentral"
"45","yes","yes","yes",">16years","white","no","22","0","1","50.2","northcentral"
"4","yes","no","yes","13-15years","white","no","21","0","2","78.269","northcentral"
"0","yes","no","yes","13-15years","white","no","13","1","0","99.999","northcentral"
"24","yes","no","yes","16years","white","no","17","1","1","50","northcentral"
"40","yes","yes","yes","16years","white","no","22","0","2","37","northcentral"
"0","yes","no","yes","12years","white","no","19","1","1","42","northcentral"
"42","no","no","yes","12years","white","no","16","0","2","24","northcentral"
"0","no","no","no","16years","white","no","17","1","0","57","northcentral"
"0","yes","no","yes","<9years","white","no","49","0","0","0","northcentral"
"40","yes","no","yes","13-15years","white","no","18","0","2","0","northcentral"
"20","no","no","no","9-11years","white","no","44.5","0","0","0","northcentral"
"0","yes","no","yes","12years","white","no","42","0","0","49.2","northcentral"
"40","yes","yes","yes","12years","white","no","31","0","1","0","northcentral"
"0","yes","no","yes","12years","white","no","43","0","0","43","northcentral"
"0","yes","no","yes","12years","white","no","22","0","1","52.209","northcentral"
"40","no","yes","no","16years","white","no","13","1","1","23","northcentral"
"0","yes","no","yes","<9years","white","no","51","0","0","0","northcentral"
"0","yes","no","yes","12years","white","no","32","0","3","0.852","northcentral"
"30","yes","no","yes","12years","black","no","32","0","0","19","northcentral"
"0","yes","no","yes","13-15years","black","no","15","0","2","30","northcentral"
"30","yes","no","yes","13-15years","white","no","21","0","2","50","northcentral"
"0","yes","no","yes","16years","white","no","12","3","0","43","northcentral"
"0","yes","no","yes","13-15years","white","no","25","0","1","99.999","northcentral"
"10","yes","no","yes",">16years","white","no","13","0","3","111.999","northcentral"
"0","yes","no","yes","16years","white","no","24","0","0","99.999","northcentral"
"50","yes","yes","yes","16years","white","no","17","2","1","35","northcentral"
"0","no","no","no","12years","white","no","34","0","0","50","northcentral"
"0","yes","no","yes","13-15years","white","no","12","1","0","37","northcentral"
"40","yes","yes","yes","13-15years","white","no","29","0","0","0","northcentral"
"0","yes","no","yes","12years","white","no","46","0","0","0","northcentral"
"0","yes","no","yes","12years","black","no","42","0","0","0","northcentral"
"38","yes","yes","yes","12years","black","no","25","0","0","35","northcentral"
"40","yes","yes","yes","13-15years","black","no","19","0","2","42","northcentral"
"0","yes","no","yes","12years","white","no","8","2","0","74","northcentral"
"40","yes","yes","yes","13-15years","white","no","39","0","0","40","northcentral"
"15","no","no","no","12years","white","no","39","0","0","24.96","northcentral"
"55","no","yes","no","13-15years","white","no","6","0","0","25","northcentral"
"45","yes","yes","yes","16years","white","no","4","1","0","27","northcentral"
"0","no","yes","no","12years","white","no","23","0","1","25.829","northcentral"
"24","yes","yes","yes","12years","white","no","23","0","2","35","northcentral"
"0","yes","no","yes","12years","white","no","44","0","0","15","northcentral"
"0","yes","no","yes","12years","white","no","41","0","0","52","northcentral"
"40","yes","no","yes","13-15years","white","no","6","0","0","23.8","northcentral"
"40","yes","yes","yes","13-15years","white","no","40","0","0","0","northcentral"
"27","yes","no","yes",">16years","white","no","29","0","0","31.9","northcentral"
"35","yes","no","yes","12years","white","no","37","0","0","50","northcentral"
"0","yes","no","yes","12years","white","no","38","0","0","29","northcentral"
"30","yes","no","yes","13-15years","white","yes","26","0","0","34","northcentral"
"40","no","no","yes","12years","white","no","27","0","1","40","northcentral"
"40","yes","no","yes","12years","white","no","29","0","0","41","northcentral"
"45","yes","yes","yes","16years","white","no","8","0","0","61","northcentral"
"30","yes","no","yes","13-15years","white","no","32","0","0","52","northcentral"
"0","no","no","no","13-15years","black","no","42","0","0","0","northcentral"
"20","yes","no","yes","12years","white","no","5","1","0","5.7","northcentral"
"40","no","yes","no","9-11years","white","no","9.5","1","1","12","northcentral"
"25","no","no","no",">16years","white","no","17","1","1","0","northcentral"
"0","yes","no","yes","16years","white","no","19","1","1","99.999","northcentral"
"0","no","no","no","9-11years","white","no","48.5","0","0","21","northcentral"
"20","yes","no","yes","12years","white","no","8","2","0","31","northcentral"
"36","no","yes","no","12years","white","no","9","1","0","24.5","northcentral"
"0","yes","no","yes","12years","white","no","33","0","0","99.999","northcentral"
"40","no","yes","yes","16years","white","no","11","1","1","29","northcentral"
"40","yes","yes","yes","12years","white","no","31","0","0","38","northcentral"
"40","yes","no","yes","9-11years","white","no","46.5","0","0","0","northcentral"
"33","yes","yes","yes","13-15years","white","no","35","0","0","60","northcentral"
"0","yes","no","yes","13-15years","white","no","24","0","1","32","northcentral"
"25","yes","no","yes","12years","white","no","20","0","0","0","northcentral"
"40","yes","no","yes","9-11years","white","no","28.5","0","0","24","northcentral"
"40","no","yes","no","12years","white","no","27","0","2","22","northcentral"
"50","no","yes","no","13-15years","white","no","45","0","0","0","northcentral"
"24","yes","no","yes","12years","white","no","27","0","0","36","northcentral"
"30","yes","no","yes","13-15years","white","no","9","0","1","30","northcentral"
"40","yes","yes","yes","12years","white","no","6","0","0","26","northcentral"
"30","yes","yes","yes","12years","white","no","17","1","1","60","northcentral"
"40","no","yes","yes","16years","white","no","18","0","0","55","northcentral"
"40","no","yes","yes",">16years","white","no","16","0","0","45","northcentral"
"0","yes","no","yes","16years","white","no","12","1","1","50","northcentral"
"40","no","yes","no","16years","white","no","21","0","2","36","northcentral"
"0","no","no","no","16years","white","no","8","2","0","1.5","northcentral"
"40","yes","yes","yes","13-15years","white","no","26","0","0","44","northcentral"
"20","yes","no","yes",">16years","white","yes","8","1","1","23.1","northcentral"
"40","yes","yes","yes","9-11years","white","no","34.5","0","1","45","northcentral"
"30","no","yes","no","12years","black","no","33","0","0","25","northcentral"
"0","yes","no","yes","13-15years","white","no","27","0","0","30","northcentral"
"40","no","no","no","12years","black","no","20","0","2","3.6","northcentral"
"40","yes","yes","yes","12years","black","no","30","0","0","43","northcentral"
"25","yes","no","yes","16years","white","no","17","0","3","55","northcentral"
"0","yes","no","yes","12years","white","no","36","0","1","26","northcentral"
"0","yes","no","yes","12years","white","no","31","0","1","40","northcentral"
"0","no","yes","no","13-15years","white","no","41","0","0","42","northcentral"
"60","yes","no","yes","9-11years","white","no","37.5","0","0","30","northcentral"
"38","no","yes","no","12years","white","no","36","0","0","2","northcentral"
"0","yes","no","yes","12years","white","no","13","1","2","25","northcentral"
"40","yes","no","yes","13-15years","black","no","14","0","2","35","northcentral"
"40","no","yes","no","13-15years","black","no","20","1","4","52","northcentral"
"40","no","yes","no","12years","white","no","40","0","0","7","northcentral"
"40","yes","no","yes","12years","white","no","24","0","0","30","northcentral"
"20","yes","no","yes","12years","white","no","20","0","1","65","northcentral"
"40","yes","no","yes","16years","white","no","16","0","2","43.515","northcentral"
"6","yes","no","yes","16years","white","no","14","1","0","0","northcentral"
"0","yes","no","yes","13-15years","white","no","17","1","1","45.851","northcentral"
"0","yes","no","yes","13-15years","white","no","24","0","1","0","northcentral"
"45","no","yes","no","16years","white","no","27","0","0","0","northcentral"
"45","yes","yes","yes","16years","white","no","40","0","0","99.999","northcentral"
"40","yes","no","yes","13-15years","black","no","11","0","1","22","northcentral"
"40","yes","yes","yes","16years","white","no","18","1","0","37","northcentral"
"40","no","yes","yes","16years","white","no","15","0","2","48","northcentral"
"30","yes","no","yes","13-15years","white","no","19","0","3","30","northcentral"
"50","no","yes","no","16years","white","no","7","0","0","0","northcentral"
"30","no","no","no","12years","white","no","6","2","0","15","northcentral"
"20","yes","no","yes","12years","white","no","8","1","0","22","northcentral"
"0","no","no","no","9-11years","white","no","26.5","0","0","8.2","northcentral"
"0","no","no","yes","13-15years","black","no","14","1","0","24","northcentral"
"0","yes","no","yes","16years","white","no","18","1","2","90","northcentral"
"0","yes","no","yes","9-11years","white","no","43.5","0","0","25.74","northcentral"
"40","yes","no","yes","12years","white","no","17","0","2","29","northcentral"
"40","no","yes","yes","12years","white","no","7","1","0","24","northcentral"
"0","yes","no","yes","12years","white","no","43","0","0","18","northcentral"
"40","yes","no","yes","12years","white","no","16","1","1","15","northcentral"
"40","no","yes","yes","12years","white","no","17","0","2","15","northcentral"
"25","no","yes","no","13-15years","white","no","23","0","0","0","northcentral"
"0","yes","no","yes","12years","white","no","26","0","1","33","northcentral"
"40","yes","yes","yes","12years","white","no","21","0","2","30","northcentral"
"52","no","yes","no","12years","white","no","20","0","2","15.864","northcentral"
"40","no","yes","no","12years","white","no","21","2","2","11.44","northcentral"
"40","yes","yes","yes","13-15years","white","no","38","0","0","53.5","northcentral"
"40","yes","yes","yes","16years","white","no","5","0","0","33","northcentral"
"0","no","no","no","12years","white","no","45","0","0","0","northcentral"
"40","yes","yes","yes","16years","white","no","20","0","1","51","northcentral"
"40","yes","no","yes","12years","white","no","15","0","0","43.2","northcentral"
"0","no","yes","no","13-15years","black","no","38","0","0","0","northcentral"
"0","yes","no","yes","16years","black","no","40","0","0","99.999","northcentral"
"35","no","no","no","9-11years","black","no","9.5","0","0","6.4","northcentral"
"40","yes","yes","yes","13-15years","white","no","4","1","0","13","northcentral"
"13","no","no","no","9-11years","white","no","27.5","0","0","6.347","northcentral"
"48","no","yes","no","13-15years","white","no","1","1","0","8.9","northcentral"
"38","yes","no","yes","12years","white","no","16","1","0","24","northcentral"
"0","no","no","no","12years","white","no","46","0","0","6","northcentral"
"18","yes","no","yes","12years","white","no","16","0","1","43","northcentral"
"50","yes","no","yes","13-15years","white","no","17","0","2","30.5","northcentral"
"0","no","no","no","12years","white","no","17","1","2","0.1","northcentral"
"40","yes","no","yes","16years","white","no","6","0","0","24.369","northcentral"
"40","yes","no","yes","12years","white","no","15","1","1","23","northcentral"
"0","yes","no","yes","12years","white","no","28","0","1","45","northcentral"
"0","yes","no","yes","9-11years","white","no","10.5","1","1","45.6","northcentral"
"0","no","no","no","9-11years","white","no","47.5","0","0","0","northcentral"
"50","yes","yes","yes",">16years","white","no","26","0","0","44","northcentral"
"40","no","yes","no","13-15years","white","no","15","2","0","1.2","northcentral"
"0","yes","no","yes","16years","white","no","28","0","0","0","northcentral"
"40","no","yes","no","12years","white","no","16","2","0","30","northcentral"
"30","no","no","yes","13-15years","white","no","4","0","0","32","northcentral"
"20","no","no","no","9-11years","white","no","47.5","0","0","0","northcentral"
"0","yes","no","yes","12years","white","no","21","0","2","53","northcentral"
"30","no","yes","no","12years","white","no","31","0","1","3.972","northcentral"
"0","yes","no","yes","12years","white","no","41","0","0","0","northcentral"
"0","yes","no","yes","12years","white","no","34","0","0","36","northcentral"
"0","no","no","no","16years","white","no","10","1","0","60","northcentral"
"25","yes","no","yes","13-15years","white","no","7","1","0","18","northcentral"
"0","yes","no","yes","12years","white","no","39","0","0","0","northcentral"
"40","yes","no","yes","12years","white","no","5","2","0","22.5","northcentral"
"40","yes","no","yes","12years","white","no","10","1","0","18.2","northcentral"
"40","no","yes","no","13-15years","white","no","11","2","1","13","northcentral"
"35","yes","no","yes","12years","white","no","16","0","2","15","northcentral"
"20","no","no","no","13-15years","white","no","3","0","0","6","northcentral"
"40","yes","yes","yes","12years","white","no","39","0","0","38","northcentral"
"30","yes","no","yes",">16years","white","no","20","0","2","20","northcentral"
"30","yes","no","yes","12years","white","no","31","0","0","35","northcentral"
"40","yes","no","yes","16years","white","no","20","0","2","50","northcentral"
"40","yes","yes","yes","16years","white","no","29","0","0","45","northcentral"
"25","no","yes","yes","13-15years","white","no","33","0","0","50","northcentral"
"40","no","yes","yes","12years","white","no","29","0","0","36.163","northcentral"
"0","yes","no","yes","12years","white","no","47","0","0","10","northcentral"
"0","no","no","no","9-11years","white","no","44.5","0","0","0","northcentral"
"0","yes","no","yes","9-11years","white","no","45.5","0","0","0","northcentral"
"0","yes","no","yes","13-15years","white","no","16","1","1","45.851","northcentral"
"38","yes","yes","yes","16years","white","no","30","0","0","47.3","northcentral"
"32","yes","no","yes","13-15years","white","no","22","0","2","49","northcentral"
"40","no","yes","yes","12years","white","no","45","0","0","2.925","northcentral"
"0","no","no","no","9-11years","white","no","17.5","0","2","10","northcentral"
"21","no","no","no","12years","white","no","22","0","0","0","northcentral"
"30","yes","no","yes","12years","white","no","15","1","1","33","northcentral"
"0","no","yes","no","13-15years","white","no","22","0","0","0","northcentral"
"0","yes","no","yes","9-11years","white","no","44.5","0","0","40","northcentral"
"8","yes","no","yes","9-11years","white","no","22.5","0","0","38","northcentral"
"40","yes","yes","yes","12years","white","no","22","0","1","44","northcentral"
"30","yes","no","yes","12years","white","no","39","0","0","45","northcentral"
"0","yes","no","yes","12years","white","no","40","0","0","2.23","northcentral"
"30","yes","no","yes","13-15years","white","no","22","0","1","38","northcentral"
"40","no","yes","no","12years","white","no","10","2","0","24.85","northcentral"
"12","yes","no","yes","12years","white","no","40","0","0","0","northcentral"
"40","no","yes","no","16years","white","no","4","1","0","30","northcentral"
"40","yes","no","yes","12years","white","no","29","0","1","16.8","northcentral"
"50","yes","no","yes",">16years","white","no","9","2","0","40","northcentral"
"40","yes","no","yes","16years","white","no","12","0","3","19","northcentral"
"0","yes","no","yes","9-11years","white","no","30.5","0","1","45","northcentral"
"0","yes","no","yes","12years","white","no","40","0","0","50","northcentral"
"0","no","yes","no","12years","white","no","41","0","0","20","northcentral"
"32","yes","yes","yes","13-15years","white","no","9","1","0","43","northcentral"
"32","yes","yes","yes","13-15years","white","no","8","1","0","27.8","northcentral"
"40","yes","no","yes","13-15years","white","no","24","0","3","75","northcentral"
"10","yes","no","yes","16years","white","no","19","0","3","0","northcentral"
"45","yes","yes","yes","13-15years","white","no","6","0","0","20","northcentral"
"0","yes","no","yes","13-15years","white","no","42","0","0","0","northcentral"
"40","no","yes","no","12years","white","no","3","0","0","27","northcentral"
"32","yes","no","yes","12years","white","no","15","0","3","22","northcentral"
"40","no","yes","no","12years","white","no","24","0","1","15","northcentral"
"50","no","no","no","13-15years","white","no","18","1","2","50","northcentral"
"17","yes","no","yes","12years","white","no","41","0","0","28","northcentral"
"40","yes","yes","yes","12years","white","no","18","1","1","30.172","northcentral"
"0","no","no","no","12years","white","no","7","2","1","0","northcentral"
"40","yes","no","yes","12years","white","no","13","0","0","24","northcentral"
"45","yes","no","yes",">16years","white","no","21","0","0","45","northcentral"
"40","yes","no","yes","12years","white","no","35","0","0","28","northcentral"
"35","yes","no","yes","9-11years","white","no","16.5","0","2","34","northcentral"
"40","no","yes","no","12years","white","no","28","0","1","0","northcentral"
"40","no","yes","yes","12years","white","no","18","0","1","30","northcentral"
"0","yes","no","yes","9-11years","white","no","43.5","0","0","20","northcentral"
"45","yes","no","yes","13-15years","white","no","22","0","1","47.223","northcentral"
"48","yes","yes","yes",">16years","white","no","19","0","1","40","northcentral"
"0","yes","no","yes","16years","white","no","14","2","0","60","northcentral"
"40","no","yes","no","12years","white","no","26","0","0","15","northcentral"
"40","yes","no","yes","12years","white","no","11","0","0","43","northcentral"
"0","yes","no","yes","9-11years","white","no","37.5","0","0","36.5","northcentral"
"40","no","yes","no","12years","white","no","31","0","0","0","northcentral"
"0","yes","no","yes","13-15years","white","no","19","1","3","50","northcentral"
"45","yes","no","yes",">16years","white","no","15","1","1","32","northcentral"
"0","no","no","no","12years","white","no","46","0","0","0","northcentral"
"32","no","yes","yes","16years","white","no","11","0","1","0","northcentral"
"0","no","no","yes","9-11years","white","no","22.5","0","2","19","northcentral"
"40","no","yes","yes","13-15years","white","no","33","0","0","20","northcentral"
"35","yes","yes","yes","12years","white","no","6","1","0","13","northcentral"
"42","no","no","yes","12years","white","no","16","0","1","23","northcentral"
"40","yes","no","yes","12years","white","no","15","0","2","29","northcentral"
"12","yes","no","yes","16years","white","no","17","1","1","90","northcentral"
"14","yes","no","yes",">16years","white","no","27","0","0","0","northcentral"
"50","yes","yes","yes",">16years","white","no","22","0","3","31","northcentral"
"40","yes","no","yes","13-15years","white","no","18","0","1","40","northcentral"
"0","yes","no","yes","12years","white","no","47","0","0","0","northcentral"
"0","yes","no","yes","12years","white","no","41","0","0","42","northcentral"
"35","no","no","no","9-11years","black","no","18.5","0","3","12.1","northcentral"
"40","no","yes","no","12years","white","no","33","0","0","2.2","northcentral"
"40","no","yes","no","16years","white","no","23","0","0","0","northcentral"
"40","no","yes","yes","16years","white","no","3","0","0","31.8","northcentral"
"0","yes","no","yes","12years","white","no","18","0","3","33","northcentral"
"0","no","no","no","12years","white","no","39","0","0","6.014","northcentral"
"50","no","no","no","12years","white","no","20","0","2","0","northcentral"
"40","yes","yes","yes","16years","white","no","22","0","2","42","northcentral"
"40","no","yes","no","12years","white","no","15","2","0","18","northcentral"
"0","no","no","no","12years","white","no","41","0","0","40","northcentral"
"0","no","no","no","12years","white","no","15","1","1","28","northcentral"
"0","yes","no","yes","13-15years","white","no","42","0","0","23.323","northcentral"
"0","no","no","no","12years","white","no","24","0","2","0","northcentral"
"40","yes","yes","yes","13-15years","white","no","26","0","0","40","northcentral"
"38","no","yes","no","16years","white","no","19","2","0","61","northcentral"
"40","yes","yes","yes","13-15years","white","no","21","1","0","46","northcentral"
"32","no","yes","yes",">16years","white","no","9","1","0","45","northcentral"
"0","yes","no","yes","13-15years","white","no","19","0","1","99.999","northcentral"
"40","no","yes","yes","13-15years","white","no","21","0","2","62","northcentral"
"0","yes","no","yes","13-15years","white","no","27","0","3","99.999","northcentral"
"0","yes","no","yes","13-15years","white","no","15","2","2","40","northcentral"
"0","yes","no","yes","12years","white","no","30","0","3","99.999","northcentral"
"8","no","yes","no","12years","white","no","9","1","1","55","northcentral"
"25","no","no","no","12years","white","no","12","1","2","20.8","northcentral"
"0","yes","no","yes","12years","white","no","45","0","0","11.2","northcentral"
"40","no","no","no","12years","white","no","32","0","0","90","northcentral"
"35","no","no","no","12years","white","no","35","0","0","45","northcentral"
"30","no","yes","no",">16years","white","no","39","0","0","0","northcentral"
"0","yes","no","yes","13-15years","white","no","15","1","2","28.7","northcentral"
"45","yes","no","yes","13-15years","white","no","26","0","1","35.925","northcentral"
"20","yes","yes","yes","12years","white","no","20","1","1","45","northcentral"
"33","yes","no","yes","13-15years","white","no","24","0","2","0","northcentral"
"40","yes","no","yes","<9years","white","yes","37","0","2","12","northcentral"
"40","no","no","no","<9years","white","yes","21","1","0","90","northcentral"
"40","yes","yes","yes","12years","white","no","30","0","0","29","northcentral"
